0,149
149,111
111,154
154,116
116,157
157,120
120,161
161,125
125,165
165,131
131,170
170,129
129,171
171,128
128,172
172,137
137,176
176,135
135,168
168,132
132,169
169,130
130,61
61,148
148,60
60,126
126,159
159,132
132,163
163,124
124,165
165,122
122,166
166,137
137,180
180,141
141,182
182,140
140,57
57,143
143,56
56,144
144,187
187,143
143,81
81,150
150,63
63,129
129,56
56,131
131,62
62,140
140,183
183,134
134,54
54,135
135,77
77,147
147,86
86,149
149,59
59,142
142,188
188,108
108,154
154,106
106,156
156,14
14,154
154,91
91,147
147,62
62,152
152,113
113,54
54,138
138,63
63,127
127,60
60,134
134,177
177,142
142,57
57,128
128,64
64,146
146,186
186,145
145,55
55,132
132,71
71,133
133,55
55,134
134,186
186,107
107,188
188,139
139,192
192,148
148,9
9,150
150,59
59,124
124,30
30,164
164,27
27,165
165,66
66,129
129,32
32,166
166,36
36,169
169,37
37,170
170,36
36,167
167,136
136,53
53,141
141,77
77,136
136,63
63,130
130,57
57,150
150,198
198,114
114,158
158,65
65,153
153,109
109,159
159,64
64,142
142,179
179,96
96,148
148,87
87,146
146,4
4,144
144,194
194,105
105,156
156,45
45,159
159,18
18,149
149,85
85,150
150,38
38,171
171,66
66,23
23,161
161,48
48,153
153,117
117,55
55,140
140,54
54,114
114,0
0,146
146,92
92,155
155,64
64,126
126,30
30,151
151,81
81,152
152,79
79,153
153,15
15,155
155,55
55,131
131,61
61,182
182,100
100,154
154,65
65,178
178,47
47,174
174,66
66,189
189,109
109,147
147,193
193,145
145,54
54,168
168,63
63,139
139,7
7,142
142,53
53,111
111,158
158,46
46,155
155,34
34,151
151,38
38,172
172,127
127,59
59,136
136,75
75,133
133,61
61,141
141,10
10,147
147,39
39,168
168,66
66,24
24,160
160,18
18,161
161,35
35,145
145,93
93,149
149,191
191,105
105,159
159,63
63,126
126,38
38,168
168,62
62,130
130,56
56,137
137,52
52,168
168,61
61,183
183,99
99,147
147,83
83,149
149,82
82,140
140,190
190,110
110,151
151,197
197,142
142,20
20,67
67,22
22,164
164,45
45,148
148,112
112,196
196,143
143,52
52,110
110,37
37,153
153,51
51,138
138,74
74,144
144,40
40,128
128,30
30,72
72,132
132,45
45,175
175,136
