136,57
57,121
121,195
195,144
144,55
55,137
137,0
0,141
141,21
21,151
151,52
52,188
188,97
97,147
147,185
185,67
67,164
164,138
138,8
8,151
151,80
80,152
152,49
49,108
108,149
149,199
199,142
142,5
5,140
140,15
15,145
145,88
88,147
147,192
192,52
52,169
169,35
35,159
159,57
57,122
122,56
56,123
123,31
31,72
72,173
173,51
51,159
159,44
44,149
149,61
61,154
154,79
79,155
155,13
13,156
156,79
79,135
135,60
60,161
161,17
17,140
140,22
22,70
70,133
133,62
62,16
16,151
151,37
37,171
171,59
59,178
178,49
49,156
156,7
7,117
117,43
43,149
149,88
88,151
151,82
82,142
142,89
89,144
144,94
94,148
148,64
64,167
167,40
40,149
149,73
73,131
131,46
46,146
146,102
102,29
29,70
70,139
139,56
56,151
151,19
19,158
158,37
37,154
154,4
4,153
153,80
80,154
154,42
42,160
160,104
104,47
47,130
130,31
31,69
69,140
140,53
53,145
145,103
103,185
185,49
49,186
186,64
64,154
154,20
20,162
162,35
35,107
107,50
50,145
145,13
13,157
157,79
79,172
172,59
59,120
120,166
166,65
65,129
129,30
30,167
167,69
69,23
23,145
145,101
101,146
146,100
100,29
29,163
163,28
28,73
73,170
170,39
39,149
149,64
64,24
24,166
166,56
56,191
191,53
53,114
114,41
41,125
125,61
61,142
142,51
51,106
106,192
192,146
146,40
40,154
154,56
56,175
175,43
43,119
119,194
194,145
145,47
47,126
126,34
34,156
156,38
38,183
183,59
59,140
140,83
83,150
150,190
190,147
147,46
46,174
174,79
79,158
158,54
54,124
124,108
108,196
196,152
152,16
16,134
134,70
70,135
135,181
181,63
63,15
15,137
137,75
75,166
166,42
42,175
175,143
143,58
58,3
3,132
132,44
44,153
153,107
107,47
47,103
103,87
87,158
158,12
12,157
157,55
55,113
113,128
128,50
50,143
143,4
4,110
110,49
49,145
145,1
1,77
77,21
21,72
72,131
131,11
11,140
140,68
68,10
10,59
59,194
194,39
39,155
155,8
8,141
141,52
52,115
115,150
150,111
111,96
96,152
152,43
43,159
159,37
37,160
160,53
53,179
179,89
89,148
148,85
85,155
155,63
63,140
140,37
37,79
79,177
177,132
132,63
63,151
151,50
50,189
189,96
96,9
9,118
118,58
58,150
150,92
92,5
5,58
58,74
74,133
133,37
37,172
172,73
73,20
20,148
148,98
98,145
145,70
70,138
138,19
19,159
159,107
107,83
83,148
148,0
0,41
41,145
145,21
21,71
71,196
196,40
40,118
118,195
195,55
55,123
123,39
39,129
129,112
112,43
43,113
113,90
90,177
177,54
54,78
78,135
135,76
76,56
56,176
176,143
143,181
181,38
38,184
184,53
53,195
195,136
136,180
180,86
86,104
104,144
144,81
81,149
149,197
197,67
67,190
190,134
134,61
61,169
169,40
40,1
1,129
129,29
29,167
167,74
74,139
139,60
60,173
173,67
67,198
198,151
151,98
98,157
157,38
38,185
185,108
108,81
81,156
156,61
61,16
16,154
154,115
115,40
40,84
84,105
105,46
46,150
150,64
64,25
25,164
164,126
126,40
40,3
3,155
155,14
14,140
140,2
2,59
59,174
174,58
58,120
120,32
32,127
127,58
58,147
147,33
33,133
133,17
17,149
149,77
77,55
55,0
0,104
104,85
85,161
161,37
37,127
127,65
65,23
23,139
139,84
84,106
106,125
125,93
93,160
160,12
12,120
120,66
66,175
175,190
190,54
54,178
178,97
97,145
145,52
52,180
180,78
78,19
19,93
93,43
43,154
154,94
94,186
186,140
140,6
6,29
29,124
124,107
107,155
155,91
91,165
165,123
123,47
47,116
116,3
3,30
30,127
127,0
0,183
183,132
132,39
39,85
85,19
19,144
144,102
102,61
61,159
159,87
87,178
178,45
45,151
151,199
199,63
63,128
128,7
7,28
28,164
164,21
21,153
153,95
95,148
148,189
189,38
38,117
117,83
83,54
54,144
144,1
1,103
103,48
48,111
111,36
36,171
171,130
130,28
28,11
11,145
145,65
65,121
121,42
42,124
124,36
36,134
134,4
4,149
149,193
193,172
172,36
36,160
160,79
79,110
110,54
54,159
159,32
32,1
1,61
61,171
171,39
39,78
78,20
20,137
137,72
72,174
174,192
192,50
50,120
120,193
193,138
138,15
15,152
152,61
61,95
95,123
123,37
37,100
100,167
167,67
67,137
137,57
57,75
75,170
170,194
194,56
56,142
142,23
23,43
43,156
156,90
90,2
2,31
31,134
134,169
169,82
82,107
107,147
147,0
0,33
33,151
151,29
29,4
4,19
19,147
147,50
50,104
104,126
126,92
92,44
44,110
110,76
76,164
164,70
70,193
193,60
60,103
103,43
43,120
120,25
25,165
165,76
76,150
150,192
192,40
40,197
197,152
152,88
88,58
58,73
73,134
134,45
45,107
107,196
196,113
113,42
42,169
169,66
66,140
140,178
178,58
58,6
6,138
138,26
26,11
11,92
92,77
77,40
40,7
7,149
149,96
96,120
120,167
167,63
63,184
184,51
51,188
188,79
79,3
3,142
142,83
83,155
155,80
80,109
109,187
187,170
170,196
196,101
101,148
148,46
46,163
163,35
35,197
197,74
74,13
13,28
28,108
108,38
38,187
187,121
121,58
58,129
129,163
163,53
53,79
79,134
134,9
9,29
29,153
153,46
46,106
106,48
48,122
122,30
30,98
98,143
143,2
2,154
154,93
93,169
169,199
199,34
34,120
120,195
195,41
41,148
148,100
100,197
197,169
169,46
46,92
92,6
6,41
41,122
122,184
184,148
148,10
10,29
29,156
156,56
56,89
89,145
145,104
104,129
129,49
49,147
147,102
102,87
87,38
38,97
97,61
61,77
77,155
155,62
62,116
116,39
39,180
180,115
115,157
157,6
6,152
152,39
39,198
198,113
113,56
56,145
145,84
84,53
53,137
137,43
43,163
163,71
71,149
149,47
47,162
162,86
86,154
154,0
0,167
167,27
27,109
109,4
4,59
59,141
141,90
90,9
9,127
127,173
173,193
193,136
136,4
4,93
93,38
38,81
81,119
119,13
13,88
88,177
177,192
192,65
65,181
181,141
141,26
26,124
124,94
94,151
151,118
118,54
54,181
181,133
133,112
112,4
4,42
42,143
143,22
22,124
124,4
4,152
152,38
38,188
188,48
48,159
159,79
79,179
179,56
56,78
78,144
144,57
57,116
116,42
42,24
24,123
123,5
5,30
30,162
162,17
17,79
79,120
120,53
53,150
150,89
89,52
52,183
183,86
86,61
61,107
107,43
43,168
168,198
198,148
148,97
97,8
8,137
137,36
36,173
173,55
55,70
70,166
166,1
1,126
126,91
91,140
140,191
191,50
50,105
105,125
125,39
39,7
7,23
23,156
156,37
37,130
130,64
64,165
165,45
45,114
114,96
96,30
30,1
1,146
146,74
74,40
40,70
70,9
9,39
39,145
145,4
4,142
142,75
75,111
111,37
37,168
168,183
183,72
72,151
151,40
40,127
127,35
35,198
198,130
130,103
103,58
58,136
136,76
76,157
157,28
28,106
106,49
49,187
187,145
145,64
64,198
198,172
172,196
196,153
153,57
57,141
141,32
32,3
3,165
165,90
90,144
144,105
105,63
63,84
84,68
68,129
129,34
34,0
0,136
136,68
68,162
162,133
133,54
54,92
92,139
139,18
18,151
151,97
97,43
43,115
115,184
184,50
50,158
158,95
95,185
185,51
51,144
144,198
198,42
42,194
194,152
152,87
87,59
59,118
118,98
98,57
57,155
155,40
40,198
198,56
56,160
160,19
19,163
163,85
85,62
62,139
139,45
45,121
121,31
31,161
161,54
54,183
183,65
65,197
197,145
145,180
180,77
77,134
134,111
111,189
189,102
102,131
131,17
17,1
1,60
60,17
17,189
189,77
77,156
156,21
21,46
46,110
110,152
152,85
85,126
126,44
44,151
151,92
92,49
49,161
161,176
176,55
55,147
147,112
112,7
7,140
140,10
10,132
132,117
117,80
80,149
149,95
95,63
63,26
26,164
164,37
37,181
181,159
159,73
73,197
197,53
53,134
134,34
34,9
9,27
27,12
12,130
130,177
177,66
66,138
138,83
83,64
64,14
14,159
159,11
11,86
86,196
196,169
169,63
63,40
40,123
123,164
164,4
4,141
141,25
25,167
167,199
199,113
113,132
132,57
57,88
88,158
158,49
49,8
8,135
135,16
16,103
103,144
144,73
73,136
136,29
29,101
101,132
132,56
56,119
119,80
80,156
156,3
3,167
167,90
90,55
55,6
6,143
143,91
91,51
51,186
186,171
171,194
194,176
176,43
43,193
193,174
174,71
71,151
151,62
62,124
124,93
93,163
163,41
41,196
196,36
36,168
168,75
75,21
21,122
122,96
96,45
45,22
22,144
144,174
174,89
89,127
127,163
163,79
79,4
4,64
64,166
166,31
31,132
132,61
61,170
170,56
56,157
157,20
20,48
48,109
109,175
175,57
57,147
147,98
98,113
113,40
40,96
96,47
47,146
146,195
195,170
170,38
38,129
129,158
158,94
94,66
66,81
81,154
154,35
35,199
199,33
33,97
97,119
119,38
38,153
153,83
83,106
106,45
45,122
122,78
78,177
177,51
51,179
179,55
55,142
142,198
198,125
125,55
55,95
95,48
48,145
145,195
195,153
153,82
82,65
65,194
194,147
147,90
90,10
10,32
32,5
5,133
133,38
38,160
160,72
72,136
136,43
43,58
58,152
152,13
13,138
138,7
7,98
98,43
43,151
151,89
89,57
57,138
138,24
24,39
39,128
128,61
61,117
117,99
99,144
144,2
2,165
165,121
121,50
50,186
186,48
48,16
16,147
147,22
22,111
111,137
137,39
39,159
159,10
10,97
97,153
153,41
41,126
126,90
90,51
51,119
119,46
46,186
186,13
13,68
68,163
163,27
27,126
126,82
82,114
114,185
185,18
18,130
130,26
26,97
97,44
44,22
22,152
152,3
3,187
187,140
140,32
32,160
160,177
177,141
141,184
184,20
20,158
158,76
76,166
166,23
23,117
117,59
59,88
88,148
148,54
54,128
128,35
35,7
7,151
151,39
39,99
99,133
133,11
11,139
139,38
38,154
154,8
8,142
142,95
95,51
51,85
85,143
143,61
61,136
136,79
79,18
18,137
137,49
49,193
193,178
178,81
81,146
146,45
45,113
113,84
84,149
149,45
45,192
192,102
102,51
51,80
80,157
157,52
52,184
184,61
61,177
177,18
18,33
33,130
130,46
46,120
120,37
37,195
195,173
173,79
79,54
54,147
147,29
29,99
99,134
