0,149
149,111
111,154
154,116
116,156
156,122
122,161
161,121
121,163
163,129
129,168
168,127
127,169
169,135
135,174
174,132
132,167
167,130
130,160
160,123
123,167
167,136
136,173
173,138
138,178
178,135
135,180
180,141
141,183
183,140
140,57
57,143
143,56
56,144
144,187
187,143
143,81
81,150
150,63
63,129
129,61
61,148
148,86
86,149
149,60
60,125
125,169
169,36
36,170
170,127
127,63
63,140
140,62
62,131
131,57
57,141
141,189
189,109
109,156
156,108
108,157
157,106
106,158
158,17
17,159
159,131
131,56
56,135
135,54
54,138
138,166
166,137
137,63
63,130
130,58
58,146
146,186
186,145
145,55
55,132
132,70
70,139
139,191
191,145
145,87
87,147
147,62
62,132
132,175
175,130
130,67
67,24
24,162
162,119
119,164
164,128
128,167
167,37
37,168
168,36
36,127
127,60
60,150
150,9
9,148
148,84
84,149
149,64
64,153
153,112
112,53
53,141
141,77
77,135
135,76
76,145
145,195
195,150
150,59
59,142
142,61
61,140
140,190
190,146
146,55
55,117
117,153
153,13
13,145
145,3
3,150
150,80
80,151
151,38
38,171
171,37
37,152
152,78
78,144
144,4
4,137
137,58
58,151
151,199
199,113
113,196
196,112
112,52
52,132
132,61
61,162
162,20
20,150
150,62
62,154
154,110
110,155
155,34
34,152
152,113
113,53
53,136
136,73
73,134
134,180
180,99
99,183
183,102
102,158
158,46
46,150
150,18
18,157
157,103
103,185
185,147
147,39
39,170
170,66
66,130
130,32
32,166
166,66
66,189
189,108
108,187
187,140
140,54
54,144
144,88
88,146
146,10
10,141
141,63
63,167
167,51
51,156
156,13
13,154
154,42
42,146
146,75
75,133
133,59
59,123
123,56
56,155
155,12
12,145
145,59
59,179
179,142
142,60
60,129
129,32
32,167
167,60
60,137
137,191
191,105
105,194
194,120
120,195
195,139
139,58
58,170
170,65
65,128
128,64
64,126
126,30
30,164
164,67
67,25
25,161
161,35
35,145
145,93
93,148
148,33
33,125
125,37
37,110
110,53
53,145
145,22
22,68
68,23
23,143
143,90
90,145
145,193
193,150
150,83
83,157
157,44
44,150
150,7
7,138
138,63
63,153
153,3
3,151
151,79
79,138
138,15
15,152
152,77
77,175
175,46
46,177
177,57
57,142
142,56
56,158
158,44
44,129
129,64
64,136
136,61
61,182
182,142
142,52
52,188
188,110
110,148
148,39
39,172
172,38
38,158
158,54
54,171
171,65
65,135
135,74
74,133
133,47
47,174
174,64
64,144
144,94
94,158
158,65
65,25
25,164
164,22
22,70
70,141
141,82
82,149
149,47
47,105
105,154
154,2
2,146
146,86
86,156
156,34
34,159
159,16
16,62
62,175
175,44
44,119
119,10
10,149
149,55
55,115
115,52
52,192
192,58
58,140
140,20
20,143
143,40
40,154
154,57
57,122
122,30
30,103
103,147
147,85
85,149
149,109
109,155
155,39
39,144
144,14
14,152
152,198
198,114
114,151
151,52
52,166
166,38
38,111
111,53
53,179
179,89
89,145
145,52
52,180
180,132
132,60
60,153
153,41
41,129
129,59
59,157
157,39
39,150
150,199
199,144
144,96
96,189
189,147
147,19
19,151
151,45
45,118
118,164
164,27
27,67
67,190
190,51
51,133
133,72
72,137
137,56
56,170
170,133
133,57
57,146
146,63
63,128
128,62
62,155
155,8
8,156
156,104
104,48
48,172
172,65
65,152
152,43
43,120
120,24
24,142
142,50
50,168
168,30
30,74
74,150
150,21
21,161
161,18
18,71
71,20
20,69
69,139
139,6
6,151
151,44
44,125
125,30
30,101
101,159
159,37
37,160
160,93
93,184
184,63
63,131
131,73
73,169
169,35
35,133
133,14
14,153
153,197
197,57
57,4
4,143
143,97
97,188
188,148
148,48
48,108
108,196
196,138
138,59
59,195
195,119
119,59
59,169
169,92
92,144
144,177
177,90
90,178
178,55
55,143
143,43
43,130
130,30
30,98
98,163
163,28
28,150
150,109
109,47
47,106
106,50
50,187
187,134
134,78
78,37
37,155
155,55
55,0
0,104
104,29
29,127
127,65
65,164
164,21
21,145
145,10
10,59
59,143
143,178
178,48
48,157
157,97
97,148
148,88
88,150
150,82
82,153
153,79
79,155
155,5
5,142
142,91
91,108
108,124
124,61
61,176
176,58
58,196
196,145
145,100
100,182
182,38
38,183
183,61
61,165
165,23
23,144
144,91
91,154
154,38
38,145
145,19
19,153
153,9
9,149
149,81
81,36
36,112
112,40
40,126
126,32
32,72
72,173
173,133
133,41
41,125
125,55
55,192
192,39
39,151
151,50
50,108
108,161
161,27
27,127
127,171
171,36
36,160
160,53
53,114
114,56
56,199
199,126
126,111
111,5
5,92
92,107
107,193
193,147
147,106
106,150
150,73
73,31
31,118
118,11
11,139
139,62
62,134
134,72
72,38
38,159
159,82
82,176
176,56
56,148
148,83
83,140
140,25
25,141
141,61
61,150
150,8
8,61
61,78
78,173
173,59
59,154
154,18
18,162
162,35
35,113
113,39
39,99
99,147
147,51
51,180
180,86
86,108
108,83
83,59
59,191
191,150
150,55
55,139
139,67
67,191
191,115
115,47
47,157
157,8
8,95
95,143
143,39
39,193
193,52
52,140
140,194
194,146
146,107
107,28
28,126
126,108
108,197
197,40
40,141
141,14
14,70
70,131
131,10
10,128
128,49
49,104
104,87
87,41
41,0
0,77
77,167
167,36
36,125
125,63
63,159
159,100
100,38
38,184
184,48
48,182
182,131
131,69
69,21
21,151
151,81
81,109
109,190
190,64
64,175
175,43
43,116
116,46
46,124
124,42
42,150
150,116
116,182
182,141
141,186
186,116
116,3
3,79
79,60
60,96
96,39
39,83
83,158
158,42
42,6
6,154
154,49
49,116
116,38
38,185
185,146
146,90
90,149
149,75
75,173
173,45
45,135
135,68
68,162
162,23
23,7
7,137
137,80
80,59
59,167
167,100
100,196
196,136
136,18
18,151
151,35
35,163
163,56
56,138
138,71
71,13
13,59
59,97
97,44
44,92
92,77
77,62
62,148
148,112
112,4
4,156
156,55
55,179
179,58
58,121
121,31
31,163
163,26
26,97
97,150
150,85
85,57
57,198
198,107
107,127
127,104
104,151
151,16
16,160
160,56
56,87
87,148
148,17
17,140
140,5
5,30
30,11
11,92
92,55
55,165
165,91
91,114
114,50
50,152
152,195
195,174
174,189
189,53
53,140
140,41
41,2
2,130
130,57
57,150
150,198
198,145
145,64
64,154
154,9
9,60
60,91
91,117
117,133
133,31
31,0
0,141
141,26
26,128
128,102
102,44
44,160
160,47
47,184
184,54
54,111
111,77
77,134
134,57
57,81
81,178
178,60
60,156
156,12
12,41
41,154
154,63
63,118
118,43
43,93
93,149
149,25
25,119
119,32
